image_name,building_uid,ymin,xmin,ymax,xmax,footprint_sq_px,prob_no_damage,prob_minor,prob_major,prob_destroyed
palu-tsunami_00000097_post_disaster.jpg,5a8a7f26-f67d-4bc8-ba0f-b78a8e742b61,919,826,964,863,1665,0.926,0.0207,0.0477,0.0056
palu-tsunami_00000097_post_disaster.jpg,cd4ddd8f-5436-44c9-ab9c-0d62e722276c,921,863,937,878,240,0.7069,0.0016,0.0343,0.2572
palu-tsunami_00000097_post_disaster.jpg,4813ad1a-ab47-4264-8232-015ca18d524c,898,866,922,892,624,0.949,0.0025,0.0102,0.0383
palu-tsunami_00000097_post_disaster.jpg,510e49ce-ec78-445d-afbf-5296df6d3a16,866,831,910,883,2288,0.9234,0.0323,0.043,0.0014
palu-tsunami_00000097_post_disaster.jpg,52cab2cb-0e3b-410b-bb38-05871b5aae75,935,891,967,944,1696,0.9624,0.0055,0.0314,0.0007
palu-tsunami_00000097_post_disaster.jpg,4ddbbe57-894c-4de9-95f5-782e2c5399cc,925,893,937,948,660,0.9652,0.0038,0.029,0.002
palu-tsunami_00000097_post_disaster.jpg,5ee63c9f-49f3-43e6-bd70-740174194e18,888,893,928,940,1880,0.9324,0.0165,0.0502,0.0008
palu-tsunami_00000097_post_disaster.jpg,3702c16c-88a9-46dd-b4c6-513edd435c4c,873,930,894,942,252,0.9435,0.0104,0.036,0.0101
palu-tsunami_00000097_post_disaster.jpg,8ed17110-f4d4-4f6c-9d6e-965d43da94b2,871,901,891,912,220,0.9503,0.0108,0.0188,0.0201
palu-tsunami_00000097_post_disaster.jpg,69400598-9644-4fcd-b771-fc88b3218e2a,898,939,929,953,434,0.8104,0.099,0.0714,0.0191
palu-tsunami_00000097_post_disaster.jpg,9863eaa1-7a57-4734-9258-a13626e3cd30,997,613,1022,654,1025,0.987,0.001,0.0094,0.0025
palu-tsunami_00000097_post_disaster.jpg,9fd9100a-6bc8-4617-af21-f69d0d82a18f,1008,648,1022,668,280,0.4812,0.2138,0.171,0.1341
palu-tsunami_00000097_post_disaster.jpg,95b6dc15-64d6-4c8c-8425-ca25d837df8c,999,639,1015,668,464,0.9536,0.0035,0.0114,0.0315
palu-tsunami_00000097_post_disaster.jpg,25b90ac4-d9fc-433b-9a06-4baf963399f2,993,668,1022,704,1044,0.9776,0.0052,0.01,0.0073
palu-tsunami_00000097_post_disaster.jpg,d3f4d60e-b71c-46fd-9bd2-994fcce7d474,1013,698,1022,704,54,0.7878,0.011,0.0232,0.178
palu-tsunami_00000097_post_disaster.jpg,fbd236a7-e54b-4063-8240-32cc648a3b0c,993,696,1001,704,64,0.7634,0.0088,0.0552,0.1726
palu-tsunami_00000097_post_disaster.jpg,d9b885d0-cfac-4dbc-a71f-9fa8c0acb97f,1009,704,1022,717,169,0.6649,0.004,0.0228,0.3083
palu-tsunami_00000097_post_disaster.jpg,20f09e78-9e26-4fab-8119-5808d6479d92,997,704,1012,721,255,0.8527,0.0191,0.0451,0.0832
palu-tsunami_00000097_post_disaster.jpg,c7fb982b-8571-4683-99e5-3f2ff7e60e76,951,619,998,661,1974,0.9784,0.0014,0.0151,0.0051
palu-tsunami_00000097_post_disaster.jpg,2e9b16f1-1ae2-43f2-9668-521ff4a2180f,975,677,995,717,800,0.8674,0.0036,0.0756,0.0533
palu-tsunami_00000097_post_disaster.jpg,303cd44b-02d6-4009-9a84-09e5cdeac708,937,672,975,720,1824,0.9666,0.0059,0.0261,0.0014
palu-tsunami_00000097_post_disaster.jpg,7f3c0c82-9d2a-407e-9b57-504350bc4ec9,959,657,992,677,660,0.8693,0.003,0.0298,0.0978
palu-tsunami_00000097_post_disaster.jpg,91cdfbc1-5d83-452d-94f6-f3f2ebbf8815,993,468,1020,487,513,0.8872,0.032,0.0724,0.0084
palu-tsunami_00000097_post_disaster.jpg,183cc3bc-3ca2-4b28-83c1-9007798d9e19,994,487,1015,500,273,0.8874,0.0033,0.0059,0.1035
palu-tsunami_00000097_post_disaster.jpg,60693e09-47ab-4046-ab06-d5a57d254841,959,467,994,512,1575,0.9725,0.0039,0.0041,0.0195
palu-tsunami_00000097_post_disaster.jpg,d9955a27-f98c-4c7b-8b47-5fa9af3b711c,951,499,963,522,276,0.9353,0.0185,0.026,0.0203
palu-tsunami_00000097_post_disaster.jpg,d93a694e-932e-4296-ad27-a8907b007ee1,938,544,960,559,330,0.9637,0.0057,0.0168,0.0138
palu-tsunami_00000097_post_disaster.jpg,85425461-6240-4311-a9f0-f8a15825b165,939,559,957,584,450,0.8229,0.0311,0.0329,0.1131
palu-tsunami_00000097_post_disaster.jpg,5716c79d-c218-4442-96ee-6dde4525b8fa,933,584,951,601,306,0.9212,0.0348,0.0192,0.0248
palu-tsunami_00000097_post_disaster.jpg,719a2f37-8721-4ac4-b112-cc0f491119e9,908,558,935,580,594,0.8064,0.0319,0.1352,0.0265
palu-tsunami_00000097_post_disaster.jpg,bbfd0ec2-7d00-438a-8a27-d5791e16b968,871,562,913,600,1596,0.9674,0.0016,0.0252,0.0057
palu-tsunami_00000097_post_disaster.jpg,793c30de-7af8-41e7-a87b-b92f56c06bed,871,644,910,657,507,0.7734,0.0606,0.1265,0.0396
palu-tsunami_00000097_post_disaster.jpg,6c894d9b-7085-4b34-8b74-1d31c7237856,861,655,887,669,364,0.8887,0.0042,0.0207,0.0864
palu-tsunami_00000097_post_disaster.jpg,36b14263-ae7d-44f0-b5de-cf0a547888fa,862,626,895,644,594,0.9662,0.0161,0.0054,0.0123
palu-tsunami_00000097_post_disaster.jpg,ee5059a0-b4c7-465d-a5cf-c31e2f015c1a,866,596,912,625,1334,0.9735,0.0087,0.0146,0.0033
palu-tsunami_00000097_post_disaster.jpg,c1f0e469-39fe-4971-b464-5b41f9d1b9cd,910,539,934,559,480,0.9044,0.0013,0.0227,0.0716
palu-tsunami_00000097_post_disaster.jpg,53d4780b-ca2a-4747-a21e-524dfb2d914a,898,527,927,562,1015,0.9863,0.0017,0.0101,0.0019
palu-tsunami_00000097_post_disaster.jpg,f5dfb299-db41-44da-96bd-2af7df53cb8e,877,540,898,564,504,0.7492,0.0913,0.1078,0.0516
palu-tsunami_00000097_post_disaster.jpg,79d5f504-6516-43f0-b55b-988db19837a8,891,494,952,532,2318,0.959,0.0181,0.0217,0.0012
palu-tsunami_00000097_post_disaster.jpg,d61ded4a-e50b-4e17-85de-03fe3d3dd3fd,928,465,960,500,1120,0.9524,0.0025,0.0317,0.0134
palu-tsunami_00000097_post_disaster.jpg,195de9ed-8420-4224-9051-3f61ca118bf6,888,472,930,506,1428,0.9645,0.0051,0.0176,0.0128
palu-tsunami_00000097_post_disaster.jpg,22832b5a-8c22-4bfc-aac4-5716fa6f1552,880,506,894,528,308,0.8312,0.0212,0.0188,0.1287
palu-tsunami_00000097_post_disaster.jpg,b74391bf-2d51-443d-8771-fc966a6d7b1c,881,483,890,507,216,0.8423,0.0334,0.0513,0.073
palu-tsunami_00000097_post_disaster.jpg,df8b4258-855e-4a66-9d8e-f290726efeb5,993,527,1018,571,1100,0.959,0.0083,0.023,0.0098
palu-tsunami_00000097_post_disaster.jpg,16b02f1b-9746-4ee6-a4bd-238aeadd769c,978,552,997,572,380,0.8958,0.0119,0.0126,0.0798
palu-tsunami_00000097_post_disaster.jpg,567d7e5e-2a52-4945-aced-cb546e751449,971,529,996,558,725,0.8323,0.0165,0.067,0.0843
palu-tsunami_00000097_post_disaster.jpg,ed0fa1ba-067d-49f6-afff-46ffe40b5e7b,929,342,965,401,2124,0.8801,0.0579,0.0602,0.0018
palu-tsunami_00000097_post_disaster.jpg,d734e443-5f09-435b-9da5-50fb876cccd0,931,442,950,462,380,0.4238,0.1295,0.1254,0.3214
palu-tsunami_00000097_post_disaster.jpg,c9306ff1-c3c9-44b8-ba04-2b47a7cb14d0,897,445,935,477,1216,0.3416,0.0085,0.2503,0.3996
palu-tsunami_00000097_post_disaster.jpg,210a8d35-bfa1-4382-b59d-63a5163a2d1c,884,452,901,477,425,0.9418,0.0031,0.0164,0.0387
palu-tsunami_00000097_post_disaster.jpg,f441b492-6dd4-4127-97ca-7e2e91725397,898,420,937,450,1170,0.9193,0.019,0.0348,0.0269
palu-tsunami_00000097_post_disaster.jpg,2765eb85-0d4e-4bb4-8dff-d84e8f04d286,891,375,943,423,2496,0.9571,0.0132,0.0285,0.0012
palu-tsunami_00000097_post_disaster.jpg,e4466af0-bfed-4456-a918-68cc94ec70b5,883,415,893,424,90,0.6329,0.025,0.1402,0.2019
palu-tsunami_00000097_post_disaster.jpg,d0eeb568-121b-4e3f-8b4a-0a021b83f84b,894,345,924,379,1020,0.9814,0.0043,0.0093,0.005
palu-tsunami_00000097_post_disaster.jpg,863823d9-cdf8-44ab-a4cb-3710f430f463,886,321,923,354,1221,0.9079,0.0108,0.0314,0.0499
palu-tsunami_00000097_post_disaster.jpg,93014648-b2ce-49bf-88ac-005e2d721615,887,276,926,324,1872,0.9822,0.0011,0.0156,0.0012
palu-tsunami_00000097_post_disaster.jpg,aa25661b-1d65-423e-b074-5851d70f69fd,888,245,922,269,816,0.9019,0.0132,0.0175,0.0674
palu-tsunami_00000097_post_disaster.jpg,21534baf-f4d3-40e8-ae47-e1295338b00e,892,207,920,231,672,0.979,0.0013,0.0156,0.0042
palu-tsunami_00000097_post_disaster.jpg,3977e335-d599-4d30-ba73-0a45772fcf0d,951,269,1022,301,2272,0.8828,0.0369,0.0779,0.0024
palu-tsunami_00000097_post_disaster.jpg,75135b69-ee59-4d4d-a3d0-e70fa782f883,990,361,1022,396,1120,0.9295,0.0361,0.0302,0.0043
palu-tsunami_00000097_post_disaster.jpg,71abdb6c-c57a-4fbc-aab8-75b2d02abfbf,969,320,999,397,2310,0.5372,0.1557,0.2868,0.0203
palu-tsunami_00000097_post_disaster.jpg,70a65a6d-af18-4288-8877-6f39905718c9,973,301,985,321,240,0.8072,0.0732,0.0301,0.0895
palu-tsunami_00000097_post_disaster.jpg,e77f3b1c-fc2f-4825-820c-afd449da9d8e,950,302,973,323,483,0.6533,0.0348,0.2077,0.1042
palu-tsunami_00000097_post_disaster.jpg,e249b90d-b7a2-4768-949e-594495b39415,997,43,1022,69,650,0.8917,0.0063,0.0795,0.0226
palu-tsunami_00000097_post_disaster.jpg,bac8a8ad-a01a-46c5-a450-e50c1f4fdb60,989,53,1007,72,342,0.5882,0.0987,0.1606,0.1525
palu-tsunami_00000097_post_disaster.jpg,1f322ec4-3612-4888-b6ca-5a0761416ea7,1004,64,1022,93,522,0.8687,0.0196,0.0232,0.0885
palu-tsunami_00000097_post_disaster.jpg,25a6d172-cece-4b11-b809-e44c33fec0cf,1007,89,1022,121,480,0.8323,0.0116,0.0421,0.1139
palu-tsunami_00000097_post_disaster.jpg,8a2e9e5b-a2af-4c89-abeb-bd7531a99b05,1011,117,1022,152,385,0.8478,0.0087,0.039,0.1045
palu-tsunami_00000097_post_disaster.jpg,90dcf2b0-bb63-4661-8361-c685b3e54633,980,107,1016,156,1764,0.9669,0.0008,0.0252,0.007
palu-tsunami_00000097_post_disaster.jpg,c3a8e4ec-bb81-49d6-9acd-6e1d7d9d568d,974,1,1022,39,1824,0.6928,0.1218,0.153,0.0324
palu-tsunami_00000097_post_disaster.jpg,2a6ed2c2-0fca-4839-a294-7a78abed3b3c,957,1,974,10,153,0.8864,0.0616,0.0117,0.0403
palu-tsunami_00000097_post_disaster.jpg,a835f01d-aba7-481e-9ffc-0abd40c84f6d,911,27,974,68,2583,0.9419,0.0149,0.0424,0.0009
palu-tsunami_00000097_post_disaster.jpg,9fefa690-e4eb-416e-ab82-77d894905611,914,122,943,168,1334,0.9701,0.0152,0.0104,0.0043
palu-tsunami_00000097_post_disaster.jpg,4f769dd5-adc4-4176-9ba3-d33f99795bf4,913,116,924,131,165,0.9015,0.0068,0.0053,0.0864
palu-tsunami_00000097_post_disaster.jpg,a16f9824-7bb1-4612-a5b0-4443af868d37,885,134,916,175,1271,0.8286,0.037,0.1207,0.0136
palu-tsunami_00000097_post_disaster.jpg,83b71079-cfab-4e74-b231-324d55584ce2,873,156,889,183,432,0.6357,0.0048,0.0241,0.3354
palu-tsunami_00000097_post_disaster.jpg,4d01707e-ba81-4a9d-bfb9-ce538259cec7,877,82,914,141,2183,0.9644,0.0048,0.0193,0.0116
palu-tsunami_00000097_post_disaster.jpg,19be1a2d-6959-442e-96ab-9d85a4cc6ee3,901,74,911,82,80,0.6975,0.0155,0.0326,0.2544
palu-tsunami_00000097_post_disaster.jpg,28246494-d2c5-4737-ae8c-865beb8d4608,870,129,886,157,448,0.5754,0.0095,0.0256,0.3895
palu-tsunami_00000097_post_disaster.jpg,accd3846-a89f-4976-b911-abf3e70c4422,890,40,912,74,748,0.944,0.0021,0.0287,0.0253
palu-tsunami_00000097_post_disaster.jpg,fcaa68ef-160e-4788-9039-2363e5cedf56,896,31,910,41,140,0.2244,0.0043,0.0085,0.7628
palu-tsunami_00000097_post_disaster.jpg,f5faf659-b29d-4bc5-8548-a790d9a68243,869,1,923,24,1242,0.9765,0.0049,0.0153,0.0032
palu-tsunami_00000097_post_disaster.jpg,bad551f2-2988-44b2-a2c3-e188dfc2b14c,892,22,905,30,104,0.8308,0.0097,0.0116,0.1479
palu-tsunami_00000097_post_disaster.jpg,63c9dfcf-9770-4c61-8370-0ff2b924992d,861,31,888,49,486,0.9718,0.0017,0.0181,0.0085
palu-tsunami_00000097_post_disaster.jpg,04592238-628b-4795-adf8-d8df46adef75,864,71,876,84,156,0.7438,0.009,0.0242,0.223
palu-tsunami_00000097_post_disaster.jpg,814e6fe7-b8ff-4753-a17f-16c74fe008f1,939,81,975,117,1296,0.9609,0.0085,0.0161,0.0146
palu-tsunami_00000097_post_disaster.jpg,5c43f92e-c04d-4844-b67c-ac55860ca4f9,795,153,850,184,1705,0.7941,0.0237,0.1698,0.0124
palu-tsunami_00000097_post_disaster.jpg,e8535d2d-dc08-414d-964d-90a305422017,794,138,847,161,1219,0.9722,0.0019,0.0253,0.0007
palu-tsunami_00000097_post_disaster.jpg,60d3f410-4f45-4c0a-9e31-bf1c0dce3aad,788,98,837,147,2401,0.9467,0.0129,0.0339,0.0065
palu-tsunami_00000097_post_disaster.jpg,2666fe1c-996e-4700-b948-7b75c6509eeb,779,76,821,102,1092,0.9577,0.0116,0.0232,0.0075
palu-tsunami_00000097_post_disaster.jpg,32d737ea-c17d-431e-baa7-938a71e5c536,730,1,782,95,4888,0.9615,0.0027,0.035,0.0008
palu-tsunami_00000097_post_disaster.jpg,0d4d8478-02d7-403e-8bcf-7e6ba8e9f540,768,1,818,29,1400,0.6607,0.0745,0.1727,0.092
palu-tsunami_00000097_post_disaster.jpg,e0fedeba-95ab-45b5-9d32-21b31634435a,654,1,740,75,6364,0.7877,0.0806,0.1299,0.0019
palu-tsunami_00000097_post_disaster.jpg,68241f65-42d7-4736-a658-89d0b3b22078,708,73,743,115,1470,0.8448,0.0947,0.0244,0.0362
palu-tsunami_00000097_post_disaster.jpg,c23e2484-edb5-4533-9379-aa316e58fdbd,605,1,710,101,10500,0.9151,0.0188,0.0654,0.0007
palu-tsunami_00000097_post_disaster.jpg,8582a229-cb83-49e0-988c-b002bc6b6048,571,7,629,171,9512,0.9806,0.0041,0.0145,0.0008
palu-tsunami_00000097_post_disaster.jpg,3f7cd5b0-6353-4636-a7a6-1e19785b4e80,561,20,601,175,6200,0.9364,0.0188,0.0394,0.0054
palu-tsunami_00000097_post_disaster.jpg,1e7728c3-837d-4803-ae35-cc64595edf75,576,1,609,10,297,0.7623,0.0096,0.1171,0.1109
palu-tsunami_00000097_post_disaster.jpg,2c099de9-57c1-432a-842a-d08ab9c83409,555,1,577,16,330,0.7944,0.0053,0.0216,0.1787
palu-tsunami_00000097_post_disaster.jpg,474f18ee-cf69-4f09-92e7-f74f1869d7f8,731,158,785,190,1728,0.8525,0.0458,0.0892,0.0125
palu-tsunami_00000097_post_disaster.jpg,753e0528-06ee-42f0-a021-008e98480e09,687,155,717,202,1410,0.6114,0.0379,0.2262,0.1245
palu-tsunami_00000097_post_disaster.jpg,a285674b-9853-4c48-8aad-13740c148be7,627,166,693,209,2838,0.2676,0.2184,0.2982,0.2159
palu-tsunami_00000097_post_disaster.jpg,0fc6eb75-5ec7-413a-b791-21b13494e4a5,589,173,631,229,2352,0.523,0.0887,0.1332,0.2551
palu-tsunami_00000097_post_disaster.jpg,7e996bf7-e97d-46ac-a160-788ad0184dad,571,163,593,213,1100,0.8707,0.0027,0.0628,0.0638
palu-tsunami_00000097_post_disaster.jpg,167780f7-f8fa-4b1b-a963-afa0035def4d,549,132,582,165,1089,0.9747,0.0047,0.0164,0.0042
palu-tsunami_00000097_post_disaster.jpg,0085578c-b960-4cd0-915b-598881f92632,529,108,565,132,864,0.7571,0.0296,0.0269,0.1863
palu-tsunami_00000097_post_disaster.jpg,c13528e2-10c6-4d81-b2db-90d2435beb47,507,133,549,158,1050,0.9295,0.0301,0.0158,0.0246
palu-tsunami_00000097_post_disaster.jpg,e6ebbd76-053f-4b00-8548-69811366ed7d,509,158,530,177,399,0.8451,0.0477,0.075,0.0322
palu-tsunami_00000097_post_disaster.jpg,997b39d2-e423-438d-b8e6-3c66370e3e42,474,167,511,203,1332,0.8141,0.0348,0.148,0.0031
palu-tsunami_00000097_post_disaster.jpg,7c036b46-4a2f-42d9-9b18-cfdee4ece031,472,133,509,177,1628,0.9476,0.0103,0.0408,0.0013
palu-tsunami_00000097_post_disaster.jpg,0e421c17-2e5b-4d68-81c0-a0c67b05fc5e,470,112,503,133,693,0.9774,0.0028,0.0116,0.0083
palu-tsunami_00000097_post_disaster.jpg,d434d6c7-8f6b-4ec9-b78c-960257b3ba4c,486,91,529,133,1806,0.9802,0.0023,0.0132,0.0042
palu-tsunami_00000097_post_disaster.jpg,a025d4b6-1aa4-4cfa-a776-db47cb5f7823,538,49,568,82,990,0.9555,0.0119,0.0272,0.0054
palu-tsunami_00000097_post_disaster.jpg,fa57656b-a8d6-4d5e-9352-11b6df52f54b,513,44,541,90,1288,0.969,0.0089,0.0151,0.007
palu-tsunami_00000097_post_disaster.jpg,9c908a19-1c18-4a2b-9b1e-7c3e0c17de89,511,19,549,47,1064,0.8862,0.0287,0.0221,0.0631
palu-tsunami_00000097_post_disaster.jpg,fce14317-9160-4810-ac01-69c5eeb294ba,506,1,557,23,1122,0.9463,0.0101,0.005,0.0386
palu-tsunami_00000097_post_disaster.jpg,08fa456f-1613-4173-8a20-b9861a2ae872,466,63,517,92,1479,0.9626,0.0045,0.032,0.0009
palu-tsunami_00000097_post_disaster.jpg,beca74ef-2498-4d13-8770-f14f9f7488d6,463,47,514,70,1173,0.9248,0.0243,0.0464,0.0045
palu-tsunami_00000097_post_disaster.jpg,a63b3ef0-aec3-4a29-99ec-1ee6e874220b,453,25,512,53,1652,0.7598,0.1068,0.1322,0.0011
palu-tsunami_00000097_post_disaster.jpg,d11b3c9e-e0a5-41b9-834b-6b87911a84b7,477,1,511,29,952,0.831,0.0118,0.1295,0.0277
palu-tsunami_00000097_post_disaster.jpg,7ea70e5c-85f9-49c7-80b3-746d069a2209,449,3,480,34,961,0.9313,0.0111,0.0475,0.0102
palu-tsunami_00000097_post_disaster.jpg,8a7613d6-668e-4d4b-baf1-2f29fd073526,813,216,868,248,1760,0.9196,0.0117,0.0612,0.0075
palu-tsunami_00000097_post_disaster.jpg,83e4baf1-3ddd-49e2-80f4-1ec6fee99cda,814,237,862,282,2160,0.9205,0.019,0.0578,0.0028
palu-tsunami_00000097_post_disaster.jpg,42cf374d-a5be-4431-a0ef-65fd5843207e,824,274,866,306,1344,0.9686,0.0062,0.0228,0.0023
palu-tsunami_00000097_post_disaster.jpg,8ca680af-a60f-446d-a92c-ba06ae63379f,799,276,830,323,1457,0.98,0.0084,0.011,0.0005
palu-tsunami_00000097_post_disaster.jpg,096beca1-b06a-4967-94eb-2c653f600265,795,258,815,282,480,0.725,0.004,0.0573,0.2137
palu-tsunami_00000097_post_disaster.jpg,af44d6ab-038a-4a69-a189-4f596f2156c5,799,320,863,357,2368,0.9581,0.0121,0.0273,0.0025
palu-tsunami_00000097_post_disaster.jpg,4433db13-ca01-4c4d-af9a-6b7d775a3b1f,791,220,809,239,342,0.6368,0.0096,0.0473,0.3063
palu-tsunami_00000097_post_disaster.jpg,f98eaa59-8725-465f-870a-518f62a9c6c0,767,221,791,240,456,0.9918,0.0004,0.0025,0.0054
palu-tsunami_00000097_post_disaster.jpg,3d5d57f4-4813-4583-b923-1b360dfd5930,752,287,791,310,897,0.8561,0.0277,0.0655,0.0508
palu-tsunami_00000097_post_disaster.jpg,6223f3ce-bafd-410b-a041-c0b0652b779d,741,255,791,291,1800,0.6762,0.1935,0.1223,0.008
palu-tsunami_00000097_post_disaster.jpg,9f0569dc-cfe0-49d6-b801-b3ccb2a307c2,739,228,778,258,1170,0.9538,0.0108,0.0228,0.0126
palu-tsunami_00000097_post_disaster.jpg,22847482-5c39-4490-9e68-48fbf2ee451a,717,254,743,298,1144,0.8941,0.0395,0.0522,0.0142
palu-tsunami_00000097_post_disaster.jpg,42773728-fb8a-4e1c-be00-bf27faf43aa8,716,306,755,332,1014,0.686,0.0463,0.1498,0.1179
palu-tsunami_00000097_post_disaster.jpg,dcbfeb28-7dd6-456f-8219-6527214b3bed,763,320,792,366,1334,0.9369,0.017,0.0427,0.0034
palu-tsunami_00000097_post_disaster.jpg,a07572f0-993c-44f5-a7ab-2443a0dae086,460,501,501,555,2214,0.9237,0.005,0.0491,0.0222
palu-tsunami_00000097_post_disaster.jpg,bd11c439-592d-4260-8c51-93dc6998b265,468,553,492,576,552,0.9706,0.0043,0.009,0.0162
palu-tsunami_00000097_post_disaster.jpg,2e98967e-038a-4daa-91ef-230a6548f46a,442,575,495,616,2173,0.4335,0.2005,0.3473,0.0187
palu-tsunami_00000097_post_disaster.jpg,7f0c1e09-bb4e-4f89-ba2f-5630171cf858,429,586,445,614,448,0.7738,0.0122,0.0699,0.1441
palu-tsunami_00000097_post_disaster.jpg,a782b16e-5f0e-4db5-a4b4-2cdf0e139b75,423,509,472,587,3822,0.9799,0.0004,0.0127,0.0069
palu-tsunami_00000097_post_disaster.jpg,8b3281e9-4dd1-43a6-b2d3-1ddfaaeffe3e,451,470,494,509,1677,0.978,0.0065,0.0098,0.0057
palu-tsunami_00000097_post_disaster.jpg,fdcf25a0-f4a5-4b49-9007-5f791d9150f4,417,444,467,511,3350,0.8496,0.0305,0.079,0.0409
palu-tsunami_00000097_post_disaster.jpg,fe79d28a-d6f8-4605-9e6b-1aee3965f0cb,465,441,489,472,744,0.9471,0.0063,0.0334,0.0132
palu-tsunami_00000097_post_disaster.jpg,7617e23a-e46b-49b2-94cd-22154eeed2e0,398,449,419,481,672,0.9796,0.0059,0.0091,0.0053
palu-tsunami_00000097_post_disaster.jpg,fee6df16-f55d-4b8e-bc12-05c53d9ff917,364,435,416,512,4004,0.9786,0.0032,0.0161,0.002
palu-tsunami_00000097_post_disaster.jpg,44f0484f-5e93-4c72-a93a-5d6830c83a1e,412,473,430,508,630,0.8636,0.0255,0.0767,0.0341
palu-tsunami_00000097_post_disaster.jpg,048996f4-7d81-4030-902e-8881fd016cb5,388,509,418,540,930,0.9582,0.0077,0.0134,0.0207
palu-tsunami_00000097_post_disaster.jpg,47c320c1-58d7-4ab8-a3f2-3ded534f1300,395,543,427,569,832,0.8499,0.0051,0.1308,0.0142
palu-tsunami_00000097_post_disaster.jpg,97a19d76-56d5-47b3-8cbf-a61159a2e7ec,397,569,422,607,950,0.9719,0.0018,0.0219,0.0043
palu-tsunami_00000097_post_disaster.jpg,272225b9-a245-4b7c-ac8c-77261aa1d558,373,586,405,624,1216,0.6414,0.1725,0.1726,0.0135
palu-tsunami_00000097_post_disaster.jpg,ceb10c0b-a759-4b07-835c-855f2eec9eb9,362,554,399,581,999,0.946,0.0071,0.0281,0.0188
palu-tsunami_00000097_post_disaster.jpg,d92bdcad-0e90-4100-bdab-b4950d89b8b2,368,575,398,591,480,0.7516,0.0091,0.1786,0.0607
palu-tsunami_00000097_post_disaster.jpg,e6761dbf-d136-46c2-8923-9fe0f4552e51,343,579,376,619,1320,0.6653,0.0545,0.0952,0.185
palu-tsunami_00000097_post_disaster.jpg,88b2017a-023b-4d58-8c7c-3c890612c86a,348,527,381,558,1023,0.9477,0.0103,0.0211,0.021
palu-tsunami_00000097_post_disaster.jpg,75c9ff8a-2522-47fd-9492-63c461fd4c9d,339,504,386,533,1363,0.9767,0.0016,0.0203,0.0013
palu-tsunami_00000097_post_disaster.jpg,ebb6830b-bd04-4d22-a203-1c972bba6203,449,420,478,443,667,0.8751,0.0463,0.0698,0.0088
palu-tsunami_00000097_post_disaster.jpg,5c06fa9f-dda2-46bc-ad13-a7349fc45b80,417,424,451,448,816,0.9395,0.0068,0.0166,0.0371
palu-tsunami_00000097_post_disaster.jpg,f3312906-e5d2-4c8d-8ba6-16bf45799657,388,416,404,434,288,0.3965,0.0064,0.0315,0.5656
palu-tsunami_00000097_post_disaster.jpg,aec88e95-9fbc-40c5-be4b-c269fb8f5061,361,404,389,438,952,0.9498,0.0062,0.0389,0.0051
palu-tsunami_00000097_post_disaster.jpg,74d066a1-1714-4636-bf36-6016228c010e,387,430,421,453,782,0.9121,0.0015,0.0106,0.0758
palu-tsunami_00000097_post_disaster.jpg,f6edcbe6-844a-4fbd-afd1-633fb08fd5db,396,379,428,401,704,0.9597,0.0029,0.01,0.0275
palu-tsunami_00000097_post_disaster.jpg,8488f03c-8a0c-4b0a-8f20-c213164e7f79,393,402,422,426,696,0.9556,0.0036,0.0088,0.0319
palu-tsunami_00000097_post_disaster.jpg,55fc6984-2951-47b7-918e-4d83355487ea,430,351,473,383,1376,0.9702,0.011,0.0153,0.0035
palu-tsunami_00000097_post_disaster.jpg,2c5ec582-5ab3-40fd-a3d2-2ae890e2297a,431,378,471,423,1800,0.7142,0.0839,0.1874,0.0145
palu-tsunami_00000097_post_disaster.jpg,d42cb33d-e50f-4461-b62d-6fd54fa2ad4f,446,318,472,351,858,0.6621,0.0232,0.039,0.2757
palu-tsunami_00000097_post_disaster.jpg,27e73068-0b55-429f-bf32-cae077411f2f,426,325,451,355,750,0.9367,0.0012,0.0179,0.0442
palu-tsunami_00000097_post_disaster.jpg,6c31e445-e31d-4eb0-8622-6e9e5acf5bd0,419,291,458,331,1560,0.9214,0.0212,0.0526,0.0048
palu-tsunami_00000097_post_disaster.jpg,46e02cba-ce4e-4288-a5f9-08cde3efba30,387,308,424,334,962,0.8704,0.0185,0.0578,0.0533
palu-tsunami_00000097_post_disaster.jpg,2610614b-919e-4f3d-abc4-42a7d06ce9ef,397,333,432,381,1680,0.9916,0.0021,0.0057,0.0006
palu-tsunami_00000097_post_disaster.jpg,08a57738-eb60-4864-9fdf-bee34342b807,379,280,419,313,1320,0.8618,0.0431,0.0855,0.0097
palu-tsunami_00000097_post_disaster.jpg,59591fe4-96c4-4e3d-af08-ddfa92eb430d,365,386,392,407,567,0.9708,0.0057,0.0167,0.0069
palu-tsunami_00000097_post_disaster.jpg,da4ffba4-6dfb-446e-9298-47c1cbb9a32d,342,456,374,508,1664,0.8959,0.0104,0.0819,0.0119
palu-tsunami_00000097_post_disaster.jpg,b5437175-bcbb-4760-ba58-a3e0ca96ad61,317,474,342,512,950,0.8111,0.1326,0.046,0.0102
palu-tsunami_00000097_post_disaster.jpg,5664a70e-4790-4b36-b335-d4d73615694a,326,509,342,521,192,0.8944,0.0023,0.0367,0.0666
palu-tsunami_00000097_post_disaster.jpg,5fc64a59-3a09-4397-9a15-28cdc4741580,336,425,354,449,432,0.6843,0.003,0.0442,0.2685
